,education,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
49050,2.0,1,28,1.0,4,0,0,52,0
49051,3.0,1,52,5.0,12,0,0,47,0
49052,2.0,7,25,3.0,2,0,0,67,0
49054,2.0,1,39,5.0,8,1,0,47,0
49055,2.0,1,45,3.0,17,0,0,80,0
49056,2.0,2,33,1.0,10,0,0,50,0
49057,3.0,1,41,5.0,4,1,0,71,0
49060,2.0,1,30,3.0,2,0,0,81,0
49061,3.0,1,31,4.0,3,0,0,81,0
49062,2.0,1,31,3.0,2,1,1,87,1
49064,3.0,1,41,5.0,7,1,0,57,0
49065,2.0,1,31,4.0,3,0,0,82,0
49066,2.0,1,27,3.0,2,1,0,61,0
49067,2.0,1,32,5.0,8,1,0,58,1
49068,2.0,2,38,1.0,9,0,0,51,0
49069,2.0,1,32,4.0,6,0,0,52,0
49070,2.0,1,33,3.0,7,0,0,58,0
49071,2.0,1,27,3.0,4,0,0,79,0
49072,2.0,1,36,4.0,7,0,0,71,0
49073,3.0,1,38,4.0,10,0,0,59,0
49074,2.0,1,32,4.0,8,0,0,63,0
49075,3.0,1,37,5.0,7,1,1,45,0
49076,2.0,1,41,3.0,2,0,0,69,0
49077,2.0,1,37,3.0,8,0,0,83,0
49078,2.0,1,42,2.0,12,0,0,64,0
49079,3.0,1,37,1.0,9,0,0,48,0
49080,2.0,2,36,3.0,9,0,0,60,0
49081,2.0,1,32,5.0,3,0,0,73,0
49082,2.0,1,40,3.0,8,0,0,67,0
49083,2.0,1,37,5.0,9,1,0,62,0
49084,2.0,3,30,3.0,5,0,0,45,0
49086,2.0,2,34,3.0,3,0,0,76,0
49087,3.0,2,32,5.0,4,1,0,67,0
49089,2.0,1,38,5.0,2,1,0,73,0
49090,3.0,1,56,5.0,13,1,0,58,1
49091,3.0,1,48,5.0,20,1,0,62,1
49092,2.0,1,27,3.0,3,0,0,79,0
49093,2.0,1,29,1.0,7,0,0,47,0
49094,2.0,2,32,2.0,6,0,0,77,0
49095,2.0,1,45,2.0,13,0,0,52,0
49096,2.0,1,37,2.0,7,1,0,57,1
49097,3.0,1,52,4.0,13,0,0,51,0
49098,2.0,1,29,3.0,6,1,0,47,0
49099,2.0,1,29,3.0,2,1,0,86,0
49100,2.0,1,30,5.0,2,1,0,52,0
49101,2.0,1,35,4.0,10,0,0,47,0
49102,2.0,1,30,1.0,8,0,0,44,0
49103,2.0,1,37,3.0,8,0,0,45,0
49104,2.0,2,27,3.0,4,0,0,82,0
49105,2.0,1,28,5.0,6,1,0,48,0
49106,3.0,1,33,5.0,3,1,0,94,1
49107,3.0,1,45,4.0,15,0,0,52,0
49108,2.0,1,29,3.0,3,0,0,59,0
49109,3.0,1,34,5.0,5,0,0,55,0
49110,2.0,1,36,3.0,3,0,0,85,0
49111,2.0,1,28,1.0,4,0,0,52,0
49112,3.0,1,45,5.0,11,1,0,84,1
49113,2.0,1,29,5.0,4,0,0,53,0
49114,3.0,1,42,3.0,5,0,0,78,0
49115,3.0,1,38,3.0,10,1,0,84,1
49116,2.0,1,39,3.0,7,0,0,86,0
49117,2.0,1,27,3.0,5,0,0,49,0
49118,2.0,2,29,3.0,2,0,0,46,0
49119,2.0,1,36,5.0,4,0,0,86,0
49120,2.0,2,34,1.0,9,0,0,49,0
49121,2.0,2,33,3.0,7,0,0,60,0
49122,2.0,1,26,3.0,4,0,0,50,0
49123,3.0,1,36,4.0,8,0,0,47,0
49124,3.0,1,33,3.0,7,0,0,63,0
49125,2.0,1,38,3.0,3,1,0,52,1
49126,2.0,1,32,3.0,3,1,0,53,0
49127,3.0,1,49,5.0,3,1,0,70,0
49128,2.0,1,31,3.0,1,1,0,88,0
49129,1.0,2,25,3.0,3,0,0,79,0
49130,2.0,1,31,2.0,1,0,0,70,0
49131,3.0,1,38,3.0,7,0,0,50,0
49132,3.0,1,34,5.0,7,1,0,92,1
49133,3.0,1,35,3.0,3,1,0,76,0
49135,3.0,1,40,3.0,4,0,0,78,0
49136,2.0,1,41,3.0,5,1,0,45,0
49137,3.0,1,57,3.0,2,0,0,50,0
49139,2.0,1,30,3.0,6,1,0,49,0
49140,2.0,1,46,3.0,20,0,0,87,0
49141,2.0,1,36,5.0,9,1,0,68,0
49142,3.0,1,33,3.0,8,0,0,64,0
49143,2.0,3,36,3.0,10,0,0,68,0
49144,2.0,1,46,4.0,18,1,0,62,0
49146,2.0,1,38,5.0,7,0,1,70,1
49147,2.0,1,51,3.0,11,0,0,60,0
49148,2.0,1,30,3.0,7,0,0,82,0
49149,2.0,1,58,3.0,6,1,0,53,0
49150,3.0,1,32,5.0,8,1,0,47,0
49151,2.0,2,42,5.0,3,1,0,60,0
49152,2.0,1,30,1.0,6,1,0,82,0
49153,2.0,2,32,3.0,2,0,0,81,0
49154,2.0,2,30,3.0,3,0,0,79,0
49155,3.0,1,46,3.0,6,0,0,59,0
49156,2.0,2,25,3.0,2,0,0,82,0
49157,2.0,2,35,5.0,4,0,0,89,0
49159,3.0,1,35,1.0,3,0,0,79,0
49160,2.0,1,56,1.0,13,1,0,81,0
49161,3.0,1,40,4.0,4,0,0,58,0
49162,3.0,1,34,4.0,9,0,0,72,0
49163,2.0,1,31,3.0,6,0,0,46,0
49164,3.0,1,42,5.0,10,1,0,58,0
49165,3.0,1,41,5.0,6,1,0,62,0
49166,2.0,1,38,3.0,7,0,0,49,0
49167,2.0,1,32,1.0,4,0,0,74,0
49168,3.0,1,32,2.0,5,1,0,85,0
49169,3.0,2,37,1.0,4,0,0,53,0
49170,2.0,2,32,1.0,7,0,0,65,0
49171,2.0,1,34,4.0,4,0,0,59,0
49172,2.0,1,33,2.0,8,0,0,68,0
49173,2.0,1,23,4.0,2,1,0,48,1
49174,3.0,1,46,3.0,16,0,0,47,0
49175,2.0,3,36,3.0,10,0,0,52,0
49176,2.0,1,37,4.0,8,0,0,83,0
49177,3.0,1,47,5.0,22,1,0,83,0
49178,3.0,1,39,5.0,11,1,0,59,0
49179,2.0,1,36,3.0,4,0,0,78,0
49180,2.0,1,30,3.0,2,0,0,88,0
49181,2.0,1,31,4.0,5,0,0,51,0
49182,2.0,1,43,5.0,10,1,0,59,1
49183,3.0,1,33,3.0,7,0,0,61,0
49184,3.0,1,58,4.0,14,1,0,76,0
49185,3.0,1,35,4.0,4,0,0,47,0
49186,2.0,1,26,3.0,3,1,0,73,1
49187,3.0,1,39,5.0,7,0,0,60,0
49188,2.0,2,28,4.0,6,0,0,65,0
49189,3.0,1,35,1.0,8,0,0,50,0
49191,3.0,2,37,4.0,8,1,0,78,0
49193,2.0,1,44,5.0,12,1,0,63,1
49194,3.0,2,33,1.0,5,0,0,87,0
49195,3.0,1,37,4.0,4,1,0,53,0
49196,2.0,2,36,5.0,4,1,0,68,1
49197,2.0,1,57,3.0,3,0,0,64,0
49198,3.0,1,42,2.0,11,0,0,56,0
49200,2.0,1,29,3.0,5,0,0,63,0
49201,2.0,1,31,4.0,6,0,0,84,0
49202,2.0,1,37,4.0,9,0,0,48,0
49203,2.0,1,31,4.0,5,1,0,57,0
49204,3.0,1,35,5.0,6,1,0,83,0
49205,2.0,1,40,3.0,15,1,0,63,0
49208,2.0,1,31,5.0,8,1,0,59,0
49209,3.0,2,41,4.0,13,0,0,83,0
49210,2.0,1,30,5.0,6,1,0,58,0
49212,2.0,1,31,4.0,7,0,0,87,0
49213,2.0,2,44,3.0,3,0,0,83,0
49214,2.0,1,29,3.0,4,1,0,68,0
49216,3.0,1,36,3.0,2,1,0,64,0
49217,3.0,1,39,3.0,10,0,0,51,0
49218,3.0,2,33,3.0,5,0,0,47,0
49219,2.0,1,28,4.0,2,1,0,50,0
49220,3.0,1,51,4.0,7,0,0,51,0
49221,2.0,1,28,4.0,4,1,0,85,0
49222,3.0,1,53,5.0,9,1,0,66,0
49223,2.0,1,28,2.0,5,1,0,84,0
49224,2.0,1,36,3.0,8,0,0,65,0
49225,2.0,1,33,1.0,2,0,0,60,0
49226,2.0,1,31,5.0,5,1,0,60,0
49227,3.0,1,36,5.0,10,1,0,69,0
49228,3.0,1,46,4.0,4,1,0,78,0
49229,2.0,1,41,5.0,10,1,0,58,1
49230,2.0,1,29,5.0,5,1,0,62,0
49231,3.0,1,39,4.0,3,0,0,63,0
49233,2.0,1,46,4.0,8,0,0,48,0
49234,2.0,1,40,5.0,14,0,0,51,0
49235,3.0,1,32,5.0,6,1,0,48,0
49236,3.0,1,44,5.0,11,1,0,60,0
49237,3.0,1,34,5.0,10,1,0,51,0
49238,2.0,1,42,2.0,4,0,0,49,0
49239,2.0,1,29,3.0,7,0,0,66,0
49240,2.0,1,36,3.0,3,1,0,48,0
49241,2.0,1,37,1.0,5,0,1,59,1
49242,2.0,1,39,5.0,8,1,0,58,0
49243,2.0,1,29,4.0,2,1,0,50,1
49244,2.0,1,25,4.0,2,1,0,50,0
49245,2.0,1,39,3.0,12,0,0,50,0
49246,3.0,1,41,5.0,4,0,0,64,0
49247,2.0,2,40,3.0,6,0,0,58,0
49249,1.0,2,26,3.0,3,0,0,51,0
49250,2.0,2,34,4.0,3,0,0,75,0
49251,2.0,2,40,5.0,5,0,0,79,0
49252,1.0,1,22,4.0,2,1,0,77,0
49253,2.0,1,27,5.0,1,1,0,59,0
49254,3.0,1,32,5.0,7,1,0,52,0
49255,2.0,1,28,4.0,3,0,0,83,0
49256,2.0,1,45,3.0,6,0,0,55,0
49257,3.0,1,36,3.0,8,0,0,65,0
49258,3.0,1,41,5.0,9,1,0,51,0
49259,2.0,1,31,1.0,3,0,0,78,0
49260,2.0,1,36,1.0,3,0,0,50,0
49261,3.0,1,51,5.0,3,0,0,93,1
49262,2.0,2,31,5.0,6,1,0,78,1
49263,3.0,1,50,2.0,18,0,0,49,0
49264,2.0,1,31,4.0,6,1,0,71,1
49266,2.0,1,33,3.0,5,1,0,80,0
49268,2.0,1,53,2.0,6,0,0,50,0
49269,3.0,1,47,1.0,13,0,0,53,0
49270,2.0,1,49,3.0,3,0,0,49,0
49271,2.0,1,29,5.0,8,1,0,69,0
49272,2.0,1,31,4.0,5,0,0,61,0
49273,3.0,1,33,1.0,5,0,0,80,0
49274,2.0,1,30,3.0,5,1,0,79,1
49275,2.0,1,34,3.0,3,1,0,56,0
49276,2.0,1,20,3.0,2,0,0,55,0
49277,3.0,1,32,4.0,3,1,0,50,0
49278,3.0,1,51,2.0,10,0,0,80,0
49279,2.0,1,28,2.0,4,0,0,47,0
49280,2.0,1,34,5.0,5,1,0,55,0
49281,2.0,1,33,3.0,9,0,0,81,0
49282,3.0,1,44,3.0,11,0,0,54,0
49283,3.0,1,35,5.0,9,0,0,51,0
49285,2.0,1,30,5.0,3,1,0,67,0
49286,3.0,1,34,4.0,9,0,0,87,0
49287,2.0,4,29,3.0,6,0,0,79,0
49288,3.0,1,37,5.0,10,0,1,88,1
49289,3.0,2,33,4.0,5,1,0,79,0
49290,3.0,2,46,5.0,15,1,0,67,0
49291,2.0,1,33,1.0,6,0,1,54,0
49292,2.0,1,38,3.0,4,1,0,56,0
49293,2.0,1,29,4.0,3,1,0,83,0
49294,2.0,1,31,4.0,4,0,0,64,0
49295,3.0,1,55,3.0,25,0,0,51,0
49297,2.0,1,27,3.0,2,0,0,79,0
49298,3.0,1,30,4.0,5,0,0,57,0
49299,3.0,1,33,1.0,10,0,0,49,0
49300,3.0,1,40,5.0,7,1,0,61,0
49302,3.0,1,45,5.0,13,1,0,59,0
49303,3.0,1,32,2.0,7,0,0,63,0
49304,3.0,1,40,4.0,5,1,0,68,1
49305,3.0,2,33,1.0,4,0,0,79,0
49307,3.0,2,32,4.0,6,0,0,76,0
49308,3.0,1,34,3.0,8,0,0,79,0
49309,2.0,1,33,4.0,5,1,0,47,0
49310,3.0,1,40,3.0,4,0,0,70,0
49311,3.0,3,37,5.0,10,1,0,91,1
49313,2.0,1,42,1.0,11,0,0,49,0
49314,2.0,1,37,5.0,3,0,0,46,0
49315,2.0,1,40,5.0,12,0,0,81,0
49316,2.0,1,58,4.0,6,0,0,48,0
49317,2.0,1,33,3.0,7,1,0,71,0
49318,2.0,3,33,1.0,6,0,0,48,0
49320,2.0,1,31,2.0,6,0,0,64,0
49321,2.0,1,36,3.0,7,1,0,83,0
49322,2.0,3,37,4.0,7,0,0,57,0
49323,2.0,1,39,3.0,6,0,0,64,0
49324,2.0,2,43,4.0,14,0,0,48,0
49325,2.0,1,28,5.0,2,1,0,81,1
49326,3.0,1,36,3.0,4,1,0,48,0
49327,3.0,1,40,4.0,14,1,0,49,0
49328,3.0,1,41,3.0,11,0,0,72,0
49330,2.0,1,27,2.0,3,0,0,58,0
49331,3.0,1,34,5.0,7,1,0,80,0
49332,2.0,2,40,1.0,11,0,0,50,0
49333,2.0,2,29,3.0,6,1,0,82,0
49334,2.0,1,28,4.0,2,0,0,59,0
49335,2.0,1,50,5.0,7,1,0,58,0
49336,3.0,1,36,5.0,9,0,0,58,0
49337,2.0,1,33,5.0,6,1,0,69,0
49339,3.0,1,34,4.0,4,1,0,81,0
49340,2.0,1,38,5.0,10,0,0,52,0
49341,2.0,1,40,3.0,4,0,0,53,0
49343,2.0,1,31,5.0,5,1,0,60,0
49344,2.0,2,32,3.0,7,0,0,83,0
49345,2.0,2,29,4.0,3,0,0,82,0
49346,3.0,2,35,5.0,8,1,0,48,0
49347,3.0,2,42,3.0,6,1,0,70,0
49348,3.0,1,33,4.0,7,0,0,54,0
49349,2.0,1,33,3.0,5,0,0,90,0
49350,2.0,2,35,4.0,7,0,0,49,0
49351,2.0,2,31,1.0,4,0,0,50,0
49352,2.0,3,27,1.0,4,0,0,61,0
49353,3.0,1,52,3.0,8,1,0,59,0
49354,3.0,1,32,3.0,4,0,0,49,0
49355,2.0,1,30,3.0,2,0,0,61,0
49356,2.0,1,40,4.0,10,0,0,59,0
49358,2.0,2,39,1.0,8,0,0,49,0
49360,2.0,1,31,5.0,2,1,0,50,0
49361,2.0,2,34,2.0,8,0,0,63,0
49362,2.0,1,35,2.0,6,0,0,52,0
49363,3.0,2,31,5.0,5,1,0,70,1
49364,3.0,1,53,3.0,16,0,0,58,0
49366,2.0,1,37,5.0,8,1,0,66,0
49367,3.0,1,46,3.0,13,0,0,83,0
49368,3.0,2,32,3.0,6,0,0,62,0
49369,3.0,1,45,4.0,16,1,0,70,0
49371,2.0,3,27,3.0,3,0,0,73,0
49372,2.0,1,34,3.0,6,0,0,82,0
49373,2.0,1,27,5.0,5,0,0,59,1
49374,2.0,2,43,5.0,10,1,0,48,0
49375,3.0,1,53,3.0,16,0,0,78,0
49376,3.0,1,59,5.0,13,1,0,52,0
49377,2.0,1,32,2.0,7,0,0,77,0
49378,2.0,1,33,3.0,9,0,0,67,0
49379,2.0,1,36,1.0,9,0,0,50,0
49380,3.0,1,30,1.0,7,0,0,81,0
49381,3.0,1,41,3.0,12,0,0,70,0
49382,2.0,1,41,4.0,3,0,0,48,0
49383,1.0,1,25,5.0,4,0,0,49,0
49385,2.0,1,39,4.0,15,0,0,55,0
49386,2.0,1,31,5.0,4,0,0,60,0
49387,2.0,1,32,5.0,6,1,0,52,0
49388,3.0,1,40,2.0,9,0,0,78,0
49389,2.0,1,37,1.0,8,0,0,48,0
49390,2.0,1,27,4.0,3,1,0,65,0
49391,2.0,1,33,3.0,5,1,0,60,0
49392,2.0,1,31,2.0,4,0,0,55,0
49393,3.0,1,49,4.0,6,1,0,58,0
49395,3.0,1,36,4.0,10,1,0,86,1
49397,2.0,3,37,4.0,9,0,0,81,0
49398,2.0,1,31,4.0,4,0,0,70,0
49399,3.0,1,44,3.0,2,0,0,60,0
49401,2.0,1,30,3.0,4,1,0,48,1
49402,2.0,1,23,1.0,2,0,0,50,0
49403,2.0,2,29,1.0,6,0,0,86,0
49404,2.0,1,30,3.0,6,1,0,88,0
49405,3.0,3,35,3.0,3,1,0,82,0
49406,2.0,1,42,5.0,12,0,0,52,0
49407,2.0,1,34,3.0,7,0,0,62,0
49408,3.0,3,37,3.0,5,1,0,48,0
49410,2.0,1,47,1.0,5,0,0,49,0
49411,2.0,1,39,3.0,10,0,0,58,0
49412,2.0,2,29,2.0,3,1,0,62,0
49414,2.0,1,28,4.0,2,1,0,79,0
49415,2.0,1,26,5.0,3,1,0,61,0
49416,2.0,1,33,4.0,8,1,0,68,0
49417,3.0,1,33,1.0,7,1,0,66,0
49418,3.0,2,30,3.0,4,0,0,88,0
49419,2.0,1,29,5.0,2,1,0,82,0
49421,3.0,1,36,3.0,3,0,0,72,0
49422,2.0,1,33,1.0,8,0,0,44,0
49423,2.0,1,45,5.0,16,0,0,56,0
49424,3.0,1,33,3.0,5,1,0,50,0
49425,3.0,2,36,3.0,11,0,0,49,0
49426,2.0,2,30,4.0,2,1,0,85,1
49429,2.0,1,34,1.0,3,0,0,50,0
49430,2.0,2,36,4.0,4,0,0,84,0
49433,2.0,1,38,1.0,6,0,0,62,0
49434,3.0,1,36,3.0,3,0,0,75,0
49435,3.0,1,41,5.0,15,1,0,64,0
49436,3.0,1,37,5.0,6,1,0,58,0
49437,2.0,2,36,3.0,4,1,0,60,0
49438,2.0,1,44,2.0,6,0,0,50,0
49440,2.0,1,28,5.0,2,1,0,55,0
49441,2.0,3,30,3.0,3,0,0,73,0
49442,2.0,1,31,4.0,6,0,0,84,0
49443,3.0,1,49,3.0,13,0,0,56,0
49444,2.0,1,29,1.0,3,0,0,50,0
49445,3.0,1,54,1.0,25,0,0,54,0
49446,2.0,1,35,4.0,9,0,0,52,0
49447,2.0,2,25,1.0,3,1,0,64,0
49448,3.0,1,36,3.0,3,0,0,57,0
49449,3.0,1,38,3.0,4,1,1,51,1
49450,2.0,1,32,4.0,5,0,0,72,0
49452,2.0,1,42,1.0,6,0,0,49,0
49453,3.0,1,37,3.0,10,0,0,59,0
49454,2.0,1,47,3.0,4,1,0,56,0
49455,2.0,1,31,4.0,4,1,0,49,0
49456,2.0,1,52,3.0,20,0,0,83,0
49457,2.0,1,41,1.0,14,0,0,46,0
49458,3.0,1,38,1.0,10,0,0,82,0
49459,2.0,1,25,4.0,3,0,0,85,0
49460,2.0,1,28,2.0,2,0,0,62,0
49461,2.0,1,38,3.0,7,0,0,58,0
49462,2.0,1,41,3.0,13,1,0,48,1
49463,3.0,1,35,3.0,8,0,0,68,0
49464,2.0,1,25,2.0,3,0,0,51,0
49465,2.0,1,51,5.0,7,1,0,76,0
49466,2.0,1,40,2.0,4,0,0,49,0
49467,2.0,1,29,1.0,6,0,0,88,0
49468,3.0,1,34,5.0,4,1,0,51,0
49469,2.0,1,41,4.0,6,1,0,62,0
49470,3.0,3,36,4.0,6,1,0,61,0
49471,2.0,1,33,3.0,5,0,0,49,0
49472,2.0,3,33,5.0,3,1,0,57,0
49473,3.0,1,37,1.0,4,1,0,72,0
49474,2.0,2,41,2.0,11,0,0,50,0
49475,3.0,1,33,2.0,4,0,0,71,0
49476,3.0,2,34,4.0,9,1,0,81,0
49477,3.0,1,37,5.0,9,0,0,70,1
49479,2.0,1,36,3.0,9,0,0,61,0
49480,2.0,1,38,3.0,6,0,0,49,0
49483,3.0,2,58,4.0,5,0,0,62,0
49484,3.0,1,35,3.0,8,0,0,72,1
49485,2.0,1,52,5.0,8,0,0,58,0
49486,2.0,1,42,3.0,12,0,0,47,0
49487,2.0,1,25,3.0,2,0,0,68,0
49488,3.0,1,32,3.0,2,0,0,82,0
49489,2.0,1,29,3.0,2,0,0,70,0
49490,3.0,1,51,5.0,8,1,0,68,0
49491,2.0,1,32,5.0,4,1,0,59,0
49492,2.0,1,33,4.0,4,1,1,63,0
49493,2.0,1,31,4.0,4,0,0,59,0
49495,3.0,1,33,3.0,5,0,0,83,0
49496,3.0,1,49,5.0,18,1,0,51,0
49497,2.0,1,31,1.0,4,0,0,58,0
49498,2.0,1,36,5.0,10,1,0,59,0
49499,2.0,1,45,5.0,7,1,1,82,1
49500,3.0,2,35,5.0,4,1,0,79,0
49501,2.0,1,30,4.0,4,0,0,56,0
49502,2.0,1,28,2.0,4,0,0,80,0
49503,2.0,1,38,4.0,12,0,0,84,0
49504,2.0,1,27,4.0,3,1,0,84,0
49505,2.0,3,28,3.0,3,0,0,83,0
49506,2.0,2,36,5.0,10,1,0,56,0
49507,3.0,1,42,2.0,5,0,0,77,0
49508,2.0,1,35,3.0,6,0,0,68,0
49509,2.0,2,35,5.0,2,0,0,51,0
49510,2.0,1,33,4.0,5,1,0,54,0
49511,2.0,1,48,5.0,19,0,0,48,0
49512,2.0,1,41,3.0,9,0,0,85,0
49513,2.0,1,26,5.0,2,0,0,51,0
49514,2.0,1,36,3.0,8,0,0,65,0
49515,3.0,1,39,3.0,7,0,0,55,0
49516,3.0,1,47,4.0,15,1,0,79,0
49517,2.0,1,28,5.0,1,1,0,62,0
49518,3.0,1,57,3.0,13,0,0,76,0
49519,3.0,1,35,4.0,7,1,1,50,1
49520,2.0,1,35,5.0,4,1,0,51,1
49521,3.0,1,34,5.0,5,1,0,66,0
49522,2.0,2,42,1.0,10,0,0,45,0
49523,2.0,2,27,3.0,3,0,0,57,0
49524,2.0,1,28,4.0,2,1,0,84,0
49525,2.0,1,31,2.0,7,0,0,58,0
49526,2.0,1,28,4.0,4,1,0,77,0
49527,2.0,1,34,5.0,6,1,0,50,0
49528,2.0,2,39,4.0,11,0,0,78,0
49529,3.0,1,33,5.0,2,1,0,92,1
49530,3.0,1,34,5.0,10,1,0,68,0
49531,2.0,3,31,2.0,4,1,0,57,0
49532,2.0,1,42,1.0,2,0,0,50,0
49533,3.0,1,48,4.0,7,0,0,60,0
49534,2.0,1,31,4.0,6,0,0,61,0
49535,2.0,1,27,5.0,3,1,0,53,1
49536,2.0,1,54,3.0,22,0,0,48,0
49537,3.0,1,57,5.0,13,0,0,50,0
49539,3.0,1,50,4.0,16,0,0,57,0
49540,2.0,1,55,4.0,11,1,0,93,1
49541,2.0,1,36,3.0,10,0,0,73,0
49542,2.0,2,31,1.0,5,0,0,70,0
49543,2.0,3,33,1.0,6,0,0,49,0
49544,2.0,3,30,5.0,5,1,0,69,0
49545,2.0,1,31,4.0,6,0,0,46,0
49547,3.0,3,33,3.0,7,0,0,50,0
49548,2.0,1,32,4.0,3,1,0,74,0
49549,3.0,1,45,4.0,13,1,0,81,0
49550,2.0,1,36,4.0,10,1,0,59,0
49551,2.0,1,29,5.0,5,1,0,87,0
49552,3.0,1,41,4.0,7,0,0,59,0
49554,2.0,1,37,5.0,6,1,0,72,0
49555,2.0,1,33,3.0,4,1,0,52,1
49556,2.0,1,42,4.0,11,1,0,60,0
49557,3.0,1,48,5.0,15,1,0,53,0
49558,2.0,1,46,5.0,2,1,0,82,0
49559,3.0,1,57,4.0,15,1,0,67,0
49561,2.0,1,35,4.0,12,1,0,64,1
49562,3.0,1,31,5.0,4,0,0,50,0
49563,2.0,1,37,4.0,8,0,0,63,0
49564,3.0,2,33,5.0,5,1,0,81,1
49565,2.0,1,27,3.0,4,0,0,56,0
49566,2.0,2,38,4.0,5,1,0,68,0
49567,2.0,1,33,5.0,7,1,0,56,1
49569,2.0,1,36,3.0,6,0,0,80,0
49570,2.0,2,28,5.0,5,1,0,71,0
49573,2.0,1,33,5.0,9,1,0,58,0
49574,3.0,1,50,3.0,5,0,0,61,0
49575,2.0,1,30,1.0,5,0,0,43,0
49577,2.0,1,34,2.0,8,0,0,48,0
49578,3.0,1,53,4.0,11,0,0,77,0
49579,2.0,1,45,3.0,10,0,0,81,0
49580,2.0,1,35,3.0,6,0,0,59,0
49581,2.0,1,36,3.0,10,0,0,72,1
49582,2.0,2,34,5.0,7,1,0,60,0
49583,3.0,1,34,5.0,9,1,0,84,0
49584,3.0,1,38,4.0,10,0,0,59,0
49585,2.0,1,35,5.0,5,1,0,51,0
49586,2.0,1,48,3.0,19,0,0,52,0
49588,3.0,1,39,2.0,9,0,0,79,0
49589,2.0,1,36,3.0,3,0,0,69,0
49591,2.0,1,39,3.0,3,1,0,50,0
49592,2.0,1,35,3.0,4,0,0,70,0
49593,2.0,1,37,3.0,8,0,0,80,0
49594,2.0,1,26,5.0,2,1,0,60,1
49595,2.0,1,31,3.0,6,0,0,58,0
49596,2.0,2,26,1.0,2,0,0,75,0
49597,2.0,1,40,5.0,11,0,0,51,0
49598,3.0,1,31,3.0,6,0,0,47,0
49599,2.0,2,31,5.0,4,0,0,80,0
49601,3.0,1,37,5.0,3,1,1,56,1
49602,2.0,2,45,5.0,5,0,0,61,0
49603,3.0,1,37,5.0,5,0,0,59,0
49604,2.0,1,30,3.0,5,1,0,84,0
49605,1.0,3,22,4.0,2,0,0,66,0
49606,3.0,1,31,1.0,7,0,0,49,0
49607,2.0,1,34,1.0,7,0,0,54,0
49608,3.0,1,39,5.0,8,0,0,49,0
49609,2.0,1,33,1.0,7,0,0,71,0
49610,3.0,1,41,5.0,5,1,0,57,0
49612,2.0,1,43,3.0,14,0,0,51,0
49613,2.0,1,31,4.0,4,0,0,60,0
49614,2.0,1,38,4.0,10,1,0,74,0
49615,3.0,3,32,3.0,2,0,0,72,0
49617,2.0,1,56,3.0,5,1,0,44,0
49618,2.0,1,31,5.0,7,1,0,50,0
49619,2.0,1,25,1.0,2,0,0,56,0
49620,3.0,1,37,3.0,4,1,0,56,0
49621,3.0,2,35,3.0,4,1,0,86,1
49623,3.0,2,44,1.0,2,0,0,53,0
49625,2.0,3,26,3.0,2,0,0,85,0
49627,2.0,3,38,5.0,2,1,0,87,1
49628,2.0,2,28,3.0,5,0,0,81,0
49629,2.0,1,27,4.0,1,0,0,44,0
49630,2.0,2,51,1.0,3,0,0,70,0
49631,2.0,3,27,5.0,3,0,0,86,0
49632,3.0,1,38,1.0,7,0,0,70,0
49633,2.0,1,30,5.0,2,1,0,55,0
49634,2.0,1,36,3.0,8,0,0,71,0
49635,3.0,2,40,3.0,9,0,0,69,0
49636,2.0,1,41,4.0,13,1,0,81,0
49637,3.0,1,44,3.0,4,0,0,60,0
49638,2.0,1,37,5.0,8,0,0,51,0
49639,2.0,1,56,5.0,19,1,0,62,0
49640,2.0,1,35,4.0,9,0,0,74,0
49641,3.0,2,41,2.0,5,0,0,45,0
49642,3.0,1,39,2.0,5,0,0,78,0
49644,3.0,3,45,4.0,17,0,0,61,0
49645,2.0,2,28,4.0,2,0,0,47,0
49646,2.0,1,26,4.0,3,1,0,70,0
49647,2.0,1,27,3.0,2,0,0,61,0
49648,3.0,1,38,3.0,7,0,1,70,0
49649,2.0,1,30,3.0,6,0,0,93,1
49650,3.0,1,32,4.0,8,0,0,53,0
49651,2.0,1,28,5.0,4,1,0,71,0
49652,2.0,1,27,3.0,3,0,0,76,0
49653,2.0,1,40,5.0,8,1,0,52,0
49654,2.0,1,31,5.0,4,1,0,87,0
49655,2.0,2,44,4.0,6,1,0,60,0
49657,2.0,1,29,3.0,2,0,0,47,0
49658,2.0,1,28,5.0,4,1,0,57,0
49659,3.0,1,42,4.0,4,1,0,74,0
49661,2.0,1,39,3.0,11,0,0,83,0
49662,3.0,1,55,4.0,2,0,0,78,0
49663,2.0,2,25,4.0,3,0,0,79,0
49664,2.0,1,26,5.0,2,1,0,79,0
49665,3.0,1,43,5.0,3,1,0,49,0
49667,3.0,1,43,3.0,11,0,0,61,0
49668,2.0,1,31,3.0,7,0,0,57,0
49669,2.0,1,28,5.0,4,1,0,88,1
49670,2.0,2,26,1.0,2,0,0,81,0
49671,2.0,2,25,3.0,4,0,0,61,0
49673,2.0,2,30,5.0,5,0,0,52,0
49674,3.0,1,33,3.0,2,1,0,71,1
49675,2.0,2,39,5.0,5,0,0,90,1
49676,3.0,1,39,1.0,5,0,0,46,0
49677,2.0,1,30,3.0,4,0,0,81,0
49678,2.0,1,39,4.0,8,0,0,66,0
